pos	campo	tipo	nulos	ceros
66	Master_status	integer	69038	548848
67	Master_Fvencimiento	integer	69038	0
68	Master_Finiciomora	integer	619022	8
69	Master_fultimo_cierre	integer	69326	133280
70	Master_fechaalta	integer	69038	0
71	Master_cconsumos	integer	372377	79383
72	Master_cadelantosefectivo	integer	372377	249116
73	Visa_delinquency	integer	31782	583484
74	Visa_status	integer	31782	585279
75	Visa_Fvencimiento	integer	31782	0
76	Visa_Finiciomora	integer	615266	2011
77	Visa_fultimo_cierre	integer	31977	133810
78	Visa_fechaalta	integer	31782	0
79	Visa_cconsumos	integer	89010	54276
80	Visa_cadelantosefectivo	integer	89010	531712
81	clase_ternaria	character	0	0
82	ctrx_quarter_normalizado	integer	0	8339
83	vm_status01	integer	26824	589073
84	vm_status02	integer	73996	543576
85	vm_status03	integer	0	543576
86	vm_status04	integer	0	543576
87	vm_status05	integer	0	543576
88	vm_status06	integer	0	589713
89	vm_Fvencimiento	integer	26824	0
90	vm_Finiciomora	integer	613479	2019
91	vm_fultimo_cierre	integer	27000	121256
92	vm_fechaalta	integer	26824	0
93	vm_cconsumos	integer	0	130551
94	vm_cadelantosefectivo	integer	0	620150
95	vmr_Master_mlimitecompra	numeric	69038	0
96	vmr_Visa_mlimitecompra	numeric	31782	0
97	vmr_msaldototal	numeric	0	80602
98	vmr_msaldopesos	numeric	0	80963
99	vmr_msaldopesos2	numeric	5	80963
100	vmr_msaldodolares	numeric	0	519064
101	vmr_msaldodolares2	numeric	1	519064
102	vmr_mconsumospesos	numeric	0	130570
103	vmr_mconsumosdolares	numeric	0	432096
104	vmr_madelantopesos	numeric	0	620150
105	vmr_madelantodolares	numeric	0	622451
106	vmr_mpagado	numeric	0	526693
107	vmr_mpagospesos	numeric	0	96903
108	vmr_mpagosdolares	numeric	0	551757
109	vmr_mconsumototal	numeric	0	130570
110	vmr_mpagominimo	numeric	0	106122
111	mrentabilidad_rank	numeric	14817	1506
112	mrentabilidad_annual_rank	numeric	14817	1246
113	mcomisiones_rank	numeric	14817	19697
114	mactivos_margen_rank	numeric	14817	27544
115	mpasivos_margen_rank	numeric	14817	10309
116	mcuenta_corriente_adicional_rank	numeric	0	622242
117	mcuenta_corriente_rank	numeric	0	308697
118	mcaja_ahorro_rank	numeric	0	48567
119	mcaja_ahorro_adicional_rank	numeric	0	607819
120	mcaja_ahorro_dolares_rank	numeric	0	276896
121	mcuentas_saldo_rank	numeric	0	4518
122	mautoservicio_rank	numeric	0	198824
123	mtarjeta_visa_consumo_rank	numeric	0	101923
124	mtarjeta_master_consumo_rank	numeric	0	394242
125	mprestamos_personales_rank	numeric	0	480171
126	mprestamos_prendarios_rank	numeric	0	616489
127	mprestamos_hipotecarios_rank	numeric	0	616080
128	mplazo_fijo_dolares_rank	numeric	0	545573
129	mplazo_fijo_pesos_rank	numeric	0	620046
130	minversion1_pesos_rank	numeric	0	600323
131	minversion1_dolares_rank	numeric	0	620189
132	minversion2_rank	numeric	0	602443
133	mpayroll_rank	numeric	0	301299
134	mpayroll2_rank	numeric	0	621763
135	mcuenta_debitos_automaticos_rank	numeric	0	332566
136	mttarjeta_visa_debitos_automaticos_rank	numeric	0	231600
137	mttarjeta_master_debitos_automaticos_rank	numeric	0	525809
138	mpagodeservicios_rank	numeric	0	615508
139	mpagomiscuentas_rank	numeric	0	327882
140	mcajeros_propios_descuentos_rank	numeric	14817	589523
141	mtarjeta_visa_descuentos_rank	numeric	27341	573437
142	mtarjeta_master_descuentos_rank	numeric	27654	585973
143	mcomisiones_mantenimiento_rank	numeric	0	425283
144	mcomisiones_otras_rank	numeric	14817	19594
145	mforex_buy_rank	numeric	0	616289
146	mforex_sell_rank	numeric	0	563452
147	mtransferencias_recibidas_rank	numeric	0	178923
148	mtransferencias_emitidas_rank	numeric	0	275167
149	mextraccion_autoservicio_rank	numeric	0	311608
150	mcheques_depositados_rank	numeric	0	598861
151	mcheques_emitidos_rank	numeric	0	606153
152	mcheques_depositados_rechazados_rank	numeric	0	621224
153	mcheques_emitidos_rechazados_rank	numeric	0	621331
154	matm_rank	numeric	0	362293
155	matm_other_rank	numeric	0	482512
156	Master_mfinanciacion_limite_rank	numeric	69038	1212
157	Master_msaldototal_rank	numeric	69038	299952
158	Master_msaldopesos_rank	numeric	69038	301234
159	Master_msaldodolares_rank	numeric	69038	529440
160	Master_mconsumospesos_rank	numeric	372377	79385
161	Master_mconsumosdolares_rank	numeric	372377	229415
162	Master_mlimitecompra_rank	numeric	69038	0
163	Master_madelantopesos_rank	numeric	372377	249116
164	Master_madelantodolares_rank	numeric	372377	250180
165	Master_mpagado_rank	numeric	69038	519586
166	Master_mpagospesos_rank	numeric	372377	23705
167	Master_mpagosdolares_rank	numeric	372377	235138
168	Master_mconsumototal_rank	numeric	372377	79385
169	Master_mpagominimo_rank	numeric	69038	333900
170	Visa_mfinanciacion_limite_rank	numeric	31782	1422
171	Visa_msaldototal_rank	numeric	31782	57974
172	Visa_msaldopesos_rank	numeric	31782	58316
173	Visa_msaldodolares_rank	numeric	31782	500999
174	Visa_mconsumospesos_rank	numeric	89010	54303
175	Visa_mconsumosdolares_rank	numeric	89010	350338
176	Visa_mlimitecompra_rank	numeric	31782	0
177	Visa_madelantopesos_rank	numeric	89010	531712
178	Visa_madelantodolares_rank	numeric	89010	533454
179	Visa_mpagado_rank	numeric	31782	511225
180	Visa_mpagospesos_rank	numeric	89010	17738
181	Visa_mpagosdolares_rank	numeric	89010	472489
182	Visa_mconsumototal_rank	numeric	89010	54303
183	Visa_mpagominimo_rank	numeric	31782	90673
184	mpayroll_sobre_edad_rank	numeric	0	301299
185	mv_status07_rank	numeric	0	589911
186	vm_mfinanciacion_limite_rank	numeric	0	28302
187	vm_msaldototal_rank	numeric	0	80602
188	vm_msaldopesos_rank	numeric	0	80963
189	vm_msaldodolares_rank	numeric	0	519064
190	vm_mconsumospesos_rank	numeric	0	130570
191	vm_mconsumosdolares_rank	numeric	0	432096
192	vm_mlimitecompra_rank	numeric	0	26824
193	vm_madelantopesos_rank	numeric	0	620150
194	vm_madelantodolares_rank	numeric	0	622451
195	vm_mpagado_rank	numeric	0	526693
196	vm_mpagospesos_rank	numeric	0	96903
197	vm_mpagosdolares_rank	numeric	0	551757
198	vm_mconsumototal_rank	numeric	0	130570
199	vm_mpagominimo_rank	numeric	0	106122
200	active_quarter_lag1	integer	6629	10664
201	cliente_vip_lag1	integer	21388	598747
202	internet_lag1	integer	6628	449042
203	cliente_edad_lag1	integer	6628	0
204	cliente_antiguedad_lag1	integer	6628	0
205	cproductos_lag1	integer	6628	0
206	tcuentas_lag1	integer	6628	0
207	ccuenta_corriente_lag1	integer	6628	0
208	ccaja_ahorro_lag1	integer	6628	0
209	cdescubierto_preacordado_lag1	integer	6628	24680
210	ctarjeta_debito_lag1	integer	6628	353
211	ctarjeta_debito_transacciones_lag1	integer	6629	198672
212	ctarjeta_visa_lag1	integer	6628	33763
213	ctarjeta_visa_transacciones_lag1	integer	6629	98376
214	ctarjeta_master_lag1	integer	6628	70754
215	ctarjeta_master_transacciones_lag1	integer	6629	390104
216	cprestamos_personales_lag1	integer	6628	471783
217	cprestamos_prendarios_lag1	integer	6628	609735
218	cprestamos_hipotecarios_lag1	integer	6628	609389
219	cplazo_fijo_lag1	integer	6628	539931
220	cinversion1_lag1	integer	6628	593324
221	cinversion2_lag1	integer	6628	595836
222	cseguro_vida_lag1	integer	6628	537795
223	cseguro_auto_lag1	integer	6628	599068
224	cseguro_vivienda_lag1	integer	6628	536201
225	cseguro_accidentes_personales_lag1	integer	6628	523797
226	ccaja_seguridad_lag1	integer	6628	574917
227	cpayroll_trx_lag1	integer	6628	294412
228	cpayroll2_trx_lag1	integer	6628	615084
229	ccuenta_debitos_automaticos_lag1	integer	6628	328367
230	ctarjeta_visa_debitos_automaticos_lag1	integer	6632	229309
231	ctarjeta_master_debitos_automaticos_lag1	integer	6628	519325
232	cpagodeservicios_lag1	integer	6628	609001
233	cpagomiscuentas_lag1	integer	6628	323022
234	ccajeros_propios_descuentos_lag1	integer	21474	582079
235	ctarjeta_visa_descuentos_lag1	integer	21474	563711
236	ctarjeta_master_descuentos_lag1	integer	21474	577489
237	ccomisiones_mantenimiento_lag1	integer	6628	419940
238	ccomisiones_otras_lag1	integer	21476	18348
239	cforex_lag1	integer	6628	552469
240	cforex_buy_lag1	integer	6628	608850
241	cforex_sell_lag1	integer	6628	557871
242	ctransferencias_recibidas_lag1	integer	6638	180487
243	ctransferencias_emitidas_lag1	integer	6628	274674
244	cextraccion_autoservicio_lag1	integer	6629	310024
245	ccheques_depositados_lag1	integer	6629	592340
246	ccheques_emitidos_lag1	integer	6629	599283
247	ccheques_depositados_rechazados_lag1	integer	6629	614536
248	ccheques_emitidos_rechazados_lag1	integer	6629	614620
249	tcallcenter_lag1	integer	6629	550417
250	ccallcenter_transacciones_lag1	integer	6629	550417
251	thomebanking_lag1	integer	6629	161820
252	chomebanking_transacciones_lag1	integer	21475	119866
253	ccajas_transacciones_lag1	integer	6629	537913
254	ccajas_consultas_lag1	integer	6629	584106
255	ccajas_depositos_lag1	integer	6629	597494
256	ccajas_extracciones_lag1	integer	6629	567279
257	ccajas_otras_lag1	integer	6629	595912
258	catm_trx_lag1	integer	6629	361511
259	catm_trx_other_lag1	integer	6629	479018
260	ctrx_quarter_lag1	integer	6629	7975
261	cmobile_app_trx_lag1	integer	20557	187596
262	Master_delinquency_lag1	integer	75005	543924
263	Master_status_lag1	integer	75005	545064
264	Master_Fvencimiento_lag1	integer	75005	0
265	Master_Finiciomora_lag1	integer	618929	8
266	Master_fultimo_cierre_lag1	integer	75397	132686
267	Master_fechaalta_lag1	integer	75005	0
268	Master_cconsumos_lag1	integer	376377	75965
269	Master_cadelantosefectivo_lag1	integer	376377	245081
270	Visa_delinquency_lag1	integer	37773	573931
271	Visa_status_lag1	integer	37773	581936
272	Visa_Fvencimiento_lag1	integer	37773	0
273	Visa_Finiciomora_lag1	integer	611704	5353
274	Visa_fultimo_cierre_lag1	integer	38032	133018
275	Visa_fechaalta_lag1	integer	37773	0
276	Visa_cconsumos_lag1	integer	94746	50462
277	Visa_cadelantosefectivo_lag1	integer	94746	525864
278	ctrx_quarter_normalizado_lag1	integer	6629	7975
279	vm_status01_lag1	integer	32845	586002
280	vm_status02_lag1	integer	79933	539801
281	vm_status03_lag1	integer	6628	539801
282	vm_status04_lag1	integer	6628	539801
283	vm_status05_lag1	integer	6628	539801
284	vm_status06_lag1	integer	6628	586564
285	vm_Fvencimiento_lag1	integer	32845	0
286	vm_Finiciomora_lag1	integer	609960	5361
287	vm_fultimo_cierre_lag1	integer	33093	120552
288	vm_fechaalta_lag1	integer	32845	0
289	vm_cconsumos_lag1	integer	6628	126072
290	vm_cadelantosefectivo_lag1	integer	6628	613425
291	vmr_Master_mlimitecompra_lag1	numeric	75005	0
292	vmr_Visa_mlimitecompra_lag1	numeric	37773	0
293	vmr_msaldototal_lag1	numeric	6628	79390
294	vmr_msaldopesos_lag1	numeric	6628	79745
295	vmr_msaldopesos2_lag1	numeric	6632	79745
296	vmr_msaldodolares_lag1	numeric	6628	513205
297	vmr_msaldodolares2_lag1	numeric	6629	513205
298	vmr_mconsumospesos_lag1	numeric	6628	126085
299	vmr_mconsumosdolares_lag1	numeric	6628	424259
300	vmr_madelantopesos_lag1	numeric	6628	613425
301	vmr_madelantodolares_lag1	numeric	6628	615833
302	vmr_mpagado_lag1	numeric	6628	494519
303	vmr_mpagospesos_lag1	numeric	6628	95114
304	vmr_mpagosdolares_lag1	numeric	6628	548130
305	vmr_mconsumototal_lag1	numeric	6628	126085
306	vmr_mpagominimo_lag1	numeric	6628	104188
307	mrentabilidad_rank_lag1	numeric	21476	1496
308	mrentabilidad_annual_rank_lag1	numeric	21476	1238
309	mcomisiones_rank_lag1	numeric	21476	18537
310	mactivos_margen_rank_lag1	numeric	21476	26968
311	mpasivos_margen_rank_lag1	numeric	21476	9547
312	mcuenta_corriente_adicional_rank_lag1	numeric	6628	615614
313	mcuenta_corriente_rank_lag1	numeric	6628	300661
314	mcaja_ahorro_rank_lag1	numeric	6628	47815
315	mcaja_ahorro_adicional_rank_lag1	numeric	6628	601282
316	mcaja_ahorro_dolares_rank_lag1	numeric	6628	272452
317	mcuentas_saldo_rank_lag1	numeric	6629	4333
318	mautoservicio_rank_lag1	numeric	6629	198672
319	mtarjeta_visa_consumo_rank_lag1	numeric	6629	98376
320	mtarjeta_master_consumo_rank_lag1	numeric	6629	390104
321	mprestamos_personales_rank_lag1	numeric	6628	471783
322	mprestamos_prendarios_rank_lag1	numeric	6628	609785
323	mprestamos_hipotecarios_rank_lag1	numeric	6628	609389
324	mplazo_fijo_dolares_rank_lag1	numeric	6628	540823
325	mplazo_fijo_pesos_rank_lag1	numeric	6628	613458
326	minversion1_pesos_rank_lag1	numeric	6628	594790
327	minversion1_dolares_rank_lag1	numeric	6628	613467
328	minversion2_rank_lag1	numeric	6628	595881
329	mpayroll_rank_lag1	numeric	6628	297262
330	mpayroll2_rank_lag1	numeric	6628	615084
331	mcuenta_debitos_automaticos_rank_lag1	numeric	6628	328367
332	mttarjeta_visa_debitos_automaticos_rank_lag1	numeric	6631	229310
333	mttarjeta_master_debitos_automaticos_rank_lag1	numeric	6628	519325
334	mpagodeservicios_rank_lag1	numeric	6628	609002
335	mpagomiscuentas_rank_lag1	numeric	6628	323024
336	mcajeros_propios_descuentos_rank_lag1	numeric	21474	584068
337	mtarjeta_visa_descuentos_rank_lag1	numeric	33526	565513
338	mtarjeta_master_descuentos_rank_lag1	numeric	35572	579972
339	mcomisiones_mantenimiento_rank_lag1	numeric	6628	422344
340	mcomisiones_otras_rank_lag1	numeric	21476	18387
341	mforex_buy_rank_lag1	numeric	6628	608850
342	mforex_sell_rank_lag1	numeric	6628	557871
343	mtransferencias_recibidas_rank_lag1	numeric	6638	180487
344	mtransferencias_emitidas_rank_lag1	numeric	6628	274674
345	mextraccion_autoservicio_rank_lag1	numeric	6629	310024
346	mcheques_depositados_rank_lag1	numeric	6629	592340
347	mcheques_emitidos_rank_lag1	numeric	6629	599283
348	mcheques_depositados_rechazados_rank_lag1	numeric	6629	614536
349	mcheques_emitidos_rechazados_rank_lag1	numeric	6629	614620
350	matm_rank_lag1	numeric	6629	361511
351	matm_other_rank_lag1	numeric	6629	479018
352	Master_mfinanciacion_limite_rank_lag1	numeric	75005	481
353	Master_msaldototal_rank_lag1	numeric	75005	297646
354	Master_msaldopesos_rank_lag1	numeric	75005	298976
355	Master_msaldodolares_rank_lag1	numeric	75005	523534
356	Master_mconsumospesos_rank_lag1	numeric	376377	75967
357	Master_mconsumosdolares_rank_lag1	numeric	376377	225401
358	Master_mlimitecompra_rank_lag1	numeric	75005	0
359	Master_madelantopesos_rank_lag1	numeric	376377	245081
360	Master_madelantodolares_rank_lag1	numeric	376377	246177
361	Master_mpagado_rank_lag1	numeric	75005	511291
362	Master_mpagospesos_rank_lag1	numeric	376377	24023
363	Master_mpagosdolares_rank_lag1	numeric	376377	231677
364	Master_mconsumototal_rank_lag1	numeric	376377	75967
365	Master_mpagominimo_rank_lag1	numeric	75005	331125
366	Visa_mfinanciacion_limite_rank_lag1	numeric	37776	569
367	Visa_msaldototal_rank_lag1	numeric	37773	57179
368	Visa_msaldopesos_rank_lag1	numeric	37773	57516
369	Visa_msaldodolares_rank_lag1	numeric	37773	495771
370	Visa_mconsumospesos_rank_lag1	numeric	94746	50480
371	Visa_mconsumosdolares_rank_lag1	numeric	94746	343355
372	Visa_mlimitecompra_rank_lag1	numeric	37773	0
373	Visa_madelantopesos_rank_lag1	numeric	94746	525864
374	Visa_madelantodolares_rank_lag1	numeric	94746	527730
375	Visa_mpagado_rank_lag1	numeric	37773	479138
376	Visa_mpagospesos_rank_lag1	numeric	94746	16944
377	Visa_mpagosdolares_rank_lag1	numeric	94746	469525
378	Visa_mconsumototal_rank_lag1	numeric	94746	50480
379	Visa_mpagominimo_rank_lag1	numeric	37773	89627
380	mpayroll_sobre_edad_rank_lag1	numeric	6628	297262
381	mv_status07_rank_lag1	numeric	6628	586637
382	vm_mfinanciacion_limite_rank_lag1	numeric	6628	26811
383	vm_msaldototal_rank_lag1	numeric	6628	79390
384	vm_msaldopesos_rank_lag1	numeric	6628	79745
385	vm_msaldodolares_rank_lag1	numeric	6628	513205
386	vm_mconsumospesos_rank_lag1	numeric	6628	126085
387	vm_mconsumosdolares_rank_lag1	numeric	6628	424259
388	vm_mlimitecompra_rank_lag1	numeric	6628	26217
389	vm_madelantopesos_rank_lag1	numeric	6628	613425
390	vm_madelantodolares_rank_lag1	numeric	6628	615833
391	vm_mpagado_rank_lag1	numeric	6628	494519
392	vm_mpagospesos_rank_lag1	numeric	6628	95114
393	vm_mpagosdolares_rank_lag1	numeric	6628	548130
394	vm_mconsumototal_rank_lag1	numeric	6628	126085
395	vm_mpagominimo_rank_lag1	numeric	6628	104188
396	active_quarter_delta1	integer	6629	612825
397	cliente_vip_delta1	integer	36550	585086
398	internet_delta1	integer	6628	576650
399	cliente_edad_delta1	integer	6628	564948
400	cliente_antiguedad_delta1	integer	6628	0
401	cproductos_delta1	integer	6628	561350
402	tcuentas_delta1	integer	6628	615026
403	ccuenta_corriente_delta1	integer	6628	615955
404	ccaja_ahorro_delta1	integer	6628	614126
405	cdescubierto_preacordado_delta1	integer	6628	612167
406	ctarjeta_debito_delta1	integer	6628	595798
407	ctarjeta_debito_transacciones_delta1	integer	6629	206632
408	ctarjeta_visa_delta1	integer	6628	612112
409	ctarjeta_visa_transacciones_delta1	integer	6629	197446
410	ctarjeta_master_delta1	integer	6628	612317
411	ctarjeta_master_transacciones_delta1	integer	6629	453602
412	cprestamos_personales_delta1	integer	6628	585164
413	cprestamos_prendarios_delta1	integer	6628	614139
414	cprestamos_hipotecarios_delta1	integer	6628	614150
415	cplazo_fijo_delta1	integer	6628	576872
416	cinversion1_delta1	integer	6628	608968
417	cinversion2_delta1	integer	6628	612373
418	cseguro_vida_delta1	integer	6628	611133
419	cseguro_auto_delta1	integer	6628	614516
420	cseguro_vivienda_delta1	integer	6628	613138
421	cseguro_accidentes_personales_delta1	integer	6628	613441
422	ccaja_seguridad_delta1	integer	6628	615369
423	cpayroll_trx_delta1	integer	6628	429835
424	cpayroll2_trx_delta1	integer	6628	615076
425	ccuenta_debitos_automaticos_delta1	integer	6628	529561
426	ctarjeta_visa_debitos_automaticos_delta1	integer	6632	432416
427	ctarjeta_master_debitos_automaticos_delta1	integer	6628	574060
428	cpagodeservicios_delta1	integer	6628	608653
429	cpagomiscuentas_delta1	integer	6628	381550
430	ccajeros_propios_descuentos_delta1	integer	36003	559321
431	ctarjeta_visa_descuentos_delta1	integer	36003	529885
432	ctarjeta_master_descuentos_delta1	integer	36003	549833
433	ccomisiones_mantenimiento_delta1	integer	6628	584887
434	ccomisiones_otras_delta1	integer	36005	283961
435	cforex_delta1	integer	6628	558579
436	cforex_buy_delta1	integer	6628	605865
437	cforex_sell_delta1	integer	6628	564750
438	ctransferencias_recibidas_delta1	integer	6638	243431
439	ctransferencias_emitidas_delta1	integer	6628	302602
440	cextraccion_autoservicio_delta1	integer	6629	306977
441	ccheques_depositados_delta1	integer	6629	587938
442	ccheques_emitidos_delta1	integer	6629	599528
443	ccheques_depositados_rechazados_delta1	integer	6629	613511
444	ccheques_emitidos_rechazados_delta1	integer	6629	613860
445	tcallcenter_delta1	integer	6629	530178
446	ccallcenter_transacciones_delta1	integer	6629	511720
447	thomebanking_delta1	integer	6629	526079
448	chomebanking_transacciones_delta1	integer	36004	111188
449	ccajas_transacciones_delta1	integer	6629	530089
450	ccajas_consultas_delta1	integer	6629	564799
451	ccajas_depositos_delta1	integer	6629	585300
452	ccajas_extracciones_delta1	integer	6629	546182
453	ccajas_otras_delta1	integer	6629	589075
454	catm_trx_delta1	integer	6629	345503
455	catm_trx_other_delta1	integer	6629	456469
456	ctrx_quarter_delta1	integer	6629	39769
457	cmobile_app_trx_delta1	integer	20557	474452
458	Master_delinquency_delta1	integer	77114	542041
459	Master_status_delta1	integer	77114	541851
460	Master_Fvencimiento_delta1	integer	77114	0
461	Master_Finiciomora_delta1	integer	621045	4
462	Master_fultimo_cierre_delta1	integer	77508	3
463	Master_fechaalta_delta1	integer	77114	1
464	Master_cconsumos_delta1	integer	385884	103432
465	Master_cadelantosefectivo_delta1	integer	385884	235426
466	Visa_delinquency_delta1	integer	40147	570590
467	Visa_status_delta1	integer	40147	578292
468	Visa_Fvencimiento_delta1	integer	40147	1
469	Visa_Finiciomora_delta1	integer	619935	7
470	Visa_fultimo_cierre_delta1	integer	40407	5
471	Visa_fechaalta_delta1	integer	40147	0
472	Visa_cconsumos_delta1	integer	99504	147139
473	Visa_cadelantosefectivo_delta1	integer	99504	520738
474	ctrx_quarter_normalizado_delta1	integer	6629	39571
475	vm_status01_delta1	integer	34849	581398
476	vm_status02_delta1	integer	82295	536387
477	vm_status03_delta1	integer	6628	607817
478	vm_status04_delta1	integer	6628	605647
479	vm_status05_delta1	integer	6628	605599
480	vm_status06_delta1	integer	6628	607226
481	vm_Fvencimiento_delta1	integer	34849	32
482	vm_Finiciomora_delta1	integer	618987	14
483	vm_fultimo_cierre_delta1	integer	35098	7
484	vm_fechaalta_delta1	integer	34849	0
485	vm_cconsumos_delta1	integer	6628	217961
486	vm_cadelantosefectivo_delta1	integer	6628	612917
487	vmr_Master_mlimitecompra_delta1	numeric	77114	484322
488	vmr_Visa_mlimitecompra_delta1	numeric	40147	520689
489	vmr_msaldototal_delta1	numeric	6628	91345
490	vmr_msaldopesos_delta1	numeric	6628	91945
491	vmr_msaldopesos2_delta1	numeric	6634	99008
492	vmr_msaldodolares_delta1	numeric	6628	491752
493	vmr_msaldodolares2_delta1	numeric	6630	491813
494	vmr_mconsumospesos_delta1	numeric	6628	133450
495	vmr_mconsumosdolares_delta1	numeric	6628	412375
496	vmr_madelantopesos_delta1	numeric	6628	612769
497	vmr_madelantodolares_delta1	numeric	6628	615762
498	vmr_mpagado_delta1	numeric	6628	466123
499	vmr_mpagospesos_delta1	numeric	6628	101780
500	vmr_mpagosdolares_delta1	numeric	6628	537495
501	vmr_mconsumototal_delta1	numeric	6628	133450
502	vmr_mpagominimo_delta1	numeric	6628	113285
503	mrentabilidad_rank_delta1	numeric	36005	968
504	mrentabilidad_annual_rank_delta1	numeric	36005	799
505	mcomisiones_rank_delta1	numeric	36005	12764
506	mactivos_margen_rank_delta1	numeric	36005	21230
507	mpasivos_margen_rank_delta1	numeric	36005	7332
508	mcuenta_corriente_adicional_rank_delta1	numeric	6628	615621
509	mcuenta_corriente_rank_delta1	numeric	6628	255281
510	mcaja_ahorro_rank_delta1	numeric	6628	35773
511	mcaja_ahorro_adicional_rank_delta1	numeric	6628	600912
512	mcaja_ahorro_dolares_rank_delta1	numeric	6628	266790
513	mcuentas_saldo_rank_delta1	numeric	6629	3016
514	mautoservicio_rank_delta1	numeric	6629	165421
515	mtarjeta_visa_consumo_rank_delta1	numeric	6629	91431
516	mtarjeta_master_consumo_rank_delta1	numeric	6629	375093
517	mprestamos_personales_rank_delta1	numeric	6628	468608
518	mprestamos_prendarios_rank_delta1	numeric	6628	609635
519	mprestamos_hipotecarios_rank_delta1	numeric	6628	609412
520	mplazo_fijo_dolares_rank_delta1	numeric	6628	528352
521	mplazo_fijo_pesos_rank_delta1	numeric	6628	612892
522	minversion1_pesos_rank_delta1	numeric	6628	592082
523	minversion1_dolares_rank_delta1	numeric	6628	613450
524	minversion2_rank_delta1	numeric	6628	595268
525	mpayroll_rank_delta1	numeric	6628	290697
526	mpayroll2_rank_delta1	numeric	6628	614784
527	mcuenta_debitos_automaticos_rank_delta1	numeric	6628	315707
528	mttarjeta_visa_debitos_automaticos_rank_delta1	numeric	6631	215852
529	mttarjeta_master_debitos_automaticos_rank_delta1	numeric	6628	512527
530	mpagodeservicios_rank_delta1	numeric	6628	606487
531	mpagomiscuentas_rank_delta1	numeric	6628	297531
532	mcajeros_propios_descuentos_rank_delta1	numeric	36003	559432
533	mtarjeta_visa_descuentos_rank_delta1	numeric	58568	528061
534	mtarjeta_master_descuentos_rank_delta1	numeric	59547	550029
535	mcomisiones_mantenimiento_rank_delta1	numeric	6628	407684
536	mcomisiones_otras_rank_delta1	numeric	36005	12696
537	mforex_buy_rank_delta1	numeric	6628	604921
538	mforex_sell_rank_delta1	numeric	6628	535511
539	mtransferencias_recibidas_rank_delta1	numeric	6638	132018
540	mtransferencias_emitidas_rank_delta1	numeric	6628	234369
541	mextraccion_autoservicio_rank_delta1	numeric	6629	264086
542	mcheques_depositados_rank_delta1	numeric	6629	582938
543	mcheques_emitidos_rank_delta1	numeric	6629	595869
544	mcheques_depositados_rechazados_rank_delta1	numeric	6629	613402
545	mcheques_emitidos_rechazados_rank_delta1	numeric	6629	613724
546	matm_rank_delta1	numeric	6629	307948
547	matm_other_rank_delta1	numeric	6629	434905
548	Master_mfinanciacion_limite_rank_delta1	numeric	77114	211
549	Master_msaldototal_rank_delta1	numeric	77114	283617
550	Master_msaldopesos_rank_delta1	numeric	77114	284867
